assists,assists_per_60_minutes,created_xgoals,created_xgoals_minus_actual_xgoals,defensive_zone_giveaways,expected_goals,expected_goals_per_60_minutes,expected_pct_of_unblocked_shots_that_missed_net,expected_shooting_pct_on_unblocked_shots,faceoff_win_pct,final_standing,flurry_adjusted_xgoals,games_played,giveaways,goals,goals_above_expected,goals_above_shooting_talent,goals_per_60_minutes,high_danger_unblocked_shot_attempts,high_danger_xgoals,hits,icetime,low_danger_unblocked_shot_attempts,low_danger_xgoals,lower_limit,medium_danger_unblocked_shot_attempts,medium_danger_xgoals,min_salary,net_miss_pct_above_expected,off-ice_expected_goals_pct,on-ice_expected_goals_against_per_60_minutes,on-ice_expected_goals_differential,on-ice_expected_goals_pct,on-ice_goal_differential,on-ice_goals_pct,on-ice_high_danger_shot_attempts_against_per_60_minutes,on-ice_score/flurry_adjusted_expected_goals_pct,on-ice_score_adjusted_expected_goals_pct,on-ice_shot_attempt_pct_(corsi),on-ice_shot_attempts_against_per_60_minutes,on-ice_unblocked_shot_attempt_pct_(fenwick),pct_change,pct_of_shift_starts_in_defensive_zone,pct_of_shift_starts_in_neutral_zone,pct_of_shift_starts_in_offensive_zone,pct_of_shift_starts_on_fly,pct_of_unblocked_shots_that_missed_net,pim,pim_differential,pim_drawn,player,points,points_per_60_minutes,primary_assists,rebounds_created,rebounds_created_above_expected,relative_expected_goals_pct,secondary_assists,share_of_possible_icetime,share_of_xgoals_from_rebounds_shots,shifts,shooting_pct,shooting_pct_on_unblocked_shots,shooting_pct_on_unblocked_shots_above_expected,shooting_talent_above_average,shooting_talent_adjusted_expected_goals,shot_attempts,shot_attempts_per_60_minutes,shots_blocked_by_player,shots_blocked_by_player_per_60,shots_on_goal,shots_on_goal_per_60_minutes,shots_that_missed_net,shots_that_were_blocked,takeaways,upper_limit,xgoals_from_non_rebounds,xgoals_of_expected_rebounds,xgoals_on_rebounds_shots,xrebounds_created
38,1.2,9.4,0.9,37,8.5,0.27,0.305,0.036000000000000004,0.0,6.0,8.2,79,51,11,2.5,3.0,0.35,3,1.25,50,1902,200,4.59,61700000,20,2.64,775000,-0.018000000000000002,0.539,3.07,16.0,0.5379999999999999,27,0.5660000000000001,3.31,0.542,0.5379999999999999,0.55,53.13,0.55,0.0121,0.10800000000000001,0.14400000000000002,0.132,0.616,0.287,26,-2,28,"Rasmus Andersson, D, CGY",49,1.55,23,21,10.8,-0.001,15,0.395,0.159,2605,0.069,0.049,0.013000000000000001,-0.057999999999999996,8.0,304,9.59,136,4.29,159,5.01,64,81,29,83500000,7.1,2.3,1.4,10.2
17,0.72,5.5,0.5,40,5.0,0.21,0.306,0.033,0.0,29.0,4.8,74,43,3,-2.0,-1.7,0.13,5,2.24,162,1407,112,2.23,61700000,4,0.52,775000,-0.017,0.469,3.2,-16.7,0.43799999999999994,-24,0.418,3.2,0.439,0.435,0.42,65.21,0.44,0.0121,0.172,0.141,0.081,0.606,0.289,32,20,12,"Rasmus Ristolainen, D, PHI",20,0.85,7,5,0.0,-0.031,10,0.313,0.11199999999999999,1917,0.035,0.025,-0.008,-0.067,4.7,173,7.37,142,6.05,86,3.67,35,52,24,83500000,4.4,1.1,0.6,5.0
12,0.55,6.4,1.3,39,5.1,0.23,0.299,0.032,0.0,19.0,4.9,71,50,7,1.9,1.8,0.32,2,0.45,45,1311,146,3.63,61700000,9,1.02,775000,0.057,0.515,2.66,10.9,0.5429999999999999,17,0.598,2.84,0.545,0.541,0.53,52.08,0.52,0.0121,0.092,0.126,0.129,0.653,0.35700000000000004,8,-6,14,"Nate Schmidt, D, WPG",19,0.87,5,16,9.5,0.027999999999999997,7,0.306,0.022000000000000002,1700,0.069,0.045,0.013000000000000001,0.011000000000000001,5.2,245,11.21,85,3.89,101,4.62,56,88,21,83500000,5.0,1.4,0.1,6.5
7,0.55,2.9,0.0,6,2.9,0.23,0.313,0.03,0.0,16.0,2.8,43,12,2,-0.9,-0.2,0.16,2,0.42,57,769,58,1.6,61700000,7,0.91,775000,-0.03,0.505,3.01,-1.7,0.489,-10,0.41700000000000004,2.89,0.488,0.491,0.45,60.45,0.45,0.0121,0.168,0.161,0.08199999999999999,0.589,0.284,27,6,21,"Alexandre Carrier, D, NSH",9,0.7,4,9,6.0,-0.016,3,0.295,0.188,979,0.042,0.03,0.0,-0.264,2.2,99,7.72,67,5.23,48,3.74,19,32,14,83500000,2.4,0.6,0.6,3.0
0,0.0,0.0,-0.3,0,0.3,0.68,0.5,0.0,0.0,31.0,0.3,2,0,0,-0.3,-0.3,0.0,1,0.28,2,27,1,0.04,61700000,0,0.0,775000,-0.5,0.306,5.36,-1.8,0.214,-2,0.0,8.72,0.225,0.196,0.19,93.76,0.2,0.0121,0.03,0.152,0.061,0.758,0.0,0,0,0,"Vladislav Kolyachonok, D, ARI",0,0.0,0,0,-0.1,-0.092,0,0.22899999999999998,0.903,33,0.0,0.0,0.0,-0.078,0.3,2,4.36,2,4.36,2,4.36,0,0,1,83500000,0.0,0.0,0.3,0.1
10,0.58,5.5,0.5,28,5.0,0.29,0.305,0.039,0.0,14.0,4.8,70,32,3,-2.0,-2.1,0.17,3,0.96,77,1037,114,2.85,61700000,11,1.22,775000,-0.039,0.539,3.06,-3.9,0.48100000000000004,-6,0.47,2.89,0.479,0.483,0.49,61.68,0.51,0.0121,0.127,0.147,0.107,0.619,0.266,36,18,18,"Sean Walker, D, LAK",13,0.75,5,9,3.9,-0.057999999999999996,5,0.244,0.10300000000000001,1235,0.032,0.023,-0.016,0.01,5.1,185,10.69,104,6.01,94,5.43,34,57,13,83500000,4.5,1.0,0.5,5.1
0,0.0,0.1,-0.1,0,0.2,0.42,0.5,0.0,0.0,9.0,0.2,2,0,0,-0.2,-0.2,0.0,0,0.0,0,29,0,0.0,61700000,2,0.21,775000,0.0,0.466,2.32,-0.1,0.48200000000000004,-1,0.0,0.0,0.479,0.473,0.4,58.49,0.45,0.0121,0.077,0.179,0.051,0.6920000000000001,0.5,2,2,0,"Dmitri Samorukov, D, STL",0,0.0,0,1,0.9,0.016,0,0.245,0.5710000000000001,39,0.0,0.0,0.0,0.0,0.2,4,8.07,2,4.03,1,2.02,1,2,0,83500000,0.1,0.0,0.1,0.1
18,0.91,4.8,0.6,23,4.2,0.21,0.321,0.031,0.0,20.0,4.1,71,38,5,0.8,0.7,0.25,3,1.0,38,1190,123,2.63,61700000,5,0.59,775000,0.0,0.49200000000000005,2.62,6.2,0.528,11,0.551,2.62,0.527,0.529,0.52,55.68,0.52,0.0121,0.083,0.135,0.109,0.6729999999999999,0.321,22,-10,32,"Sebastian Aho, D, NYI",23,1.16,7,8,2.5,0.036000000000000004,11,0.276,0.11599999999999999,1546,0.055999999999999994,0.038,0.006999999999999999,0.027000000000000003,4.3,183,9.22,69,3.48,89,4.48,42,52,14,83500000,3.7,1.1,0.5,5.5
2,0.43,1.3,0.3,8,1.0,0.21,0.32299999999999995,0.0,0.0,8.0,1.0,17,9,1,0.0,0.1,0.21,0,0.0,25,280,30,0.85,61700000,1,0.14,775000,-0.129,0.51,3.0,-1.2,0.47700000000000004,-5,0.419,2.78,0.48200000000000004,0.48,0.53,54.39,0.51,0.0121,0.08900000000000001,0.153,0.124,0.634,0.19399999999999998,4,2,2,"Darren Raddysh, D, TBL",3,0.64,1,4,2.7,-0.033,1,0.273,0.0,347,0.04,0.032,0.032,-0.092,0.9,47,10.06,16,3.43,25,5.35,6,16,3,83500000,1.0,0.3,0.0,1.3
2,1.19,0.4,-0.1,3,0.5,0.3,0.33299999999999996,0.0,0.0,15.0,0.5,6,3,0,-0.5,-0.4,0.0,1,0.21,1,100,7,0.18,61700000,1,0.12,775000,-0.222,0.6809999999999999,1.63,1.2,0.5870000000000001,5,0.778,1.19,0.594,0.594,0.57,38.71,0.55,0.0121,0.11800000000000001,0.10099999999999999,0.14300000000000002,0.639,0.111,2,0,2,"Thomas Harley, D, DAL",2,1.19,1,0,-0.3,-0.094,1,0.276,0.41200000000000003,119,0.0,0.0,0.0,-0.168,0.4,12,7.15,8,4.76,8,4.76,1,3,0,83500000,0.3,0.1,0.2,0.3
0,0.0,0.0,0.0,0,0.0,0.05,1.0,0.0,0.0,23.0,0.0,2,0,0,0.0,0.0,0.0,0,0.0,1,36,1,0.03,61700000,0,0.0,775000,-1.0,0.35,2.6,0.2,0.527,-1,0.33299999999999996,1.62,0.517,0.491,0.43,58.46,0.49,0.0121,0.0,0.163,0.14,0.698,0.0,0,0,0,"Jackson LaCombe, D, ANA",0,0.0,0,0,0.0,0.177,0,0.308,0.0,43,0.0,0.0,0.0,0.0,0.0,1,1.62,9,14.61,1,1.62,0,0,0,83500000,0.0,0.0,0.0,0.1
22,0.79,4.4,0.4,35,4.0,0.14,0.311,0.02,0.0,15.0,3.9,82,45,3,-1.0,-1.0,0.11,3,0.74,81,1671,144,2.7,61700000,4,0.52,775000,0.079,0.5539999999999999,2.67,12.5,0.539,-3,0.49,2.48,0.535,0.544,0.52,54.07,0.51,0.0121,0.11900000000000001,0.136,0.114,0.631,0.391,26,14,12,"Ryan Suter, D, DAL",25,0.9,9,5,-1.2,-0.015,13,0.335,0.23,2019,0.033,0.02,0.0,0.008,4.0,236,8.47,115,4.13,92,3.3,59,85,23,83500000,3.1,1.3,0.9,6.2
0,0.0,0.3,-0.1,3,0.4,0.14,0.375,0.0,0.0,25.0,0.3,9,4,2,1.6,1.6,0.78,1,0.2,11,153,7,0.16,61700000,0,0.0,775000,0.0,0.466,2.75,-0.7,0.473,-8,0.278,2.73,0.45899999999999996,0.452,0.44,58.2,0.41,0.0121,0.073,0.136,0.063,0.728,0.375,12,6,6,"Simon Edvinsson, D, DET",2,0.78,0,0,-0.4,0.006999999999999999,0,0.282,0.556,206,0.4,0.25,0.25,0.0,0.4,13,5.08,8,3.12,5,1.95,3,5,4,83500000,0.2,0.1,0.2,0.4
5,0.4,2.1,0.5,14,1.6,0.12,0.32799999999999996,0.017,0.0,16.0,1.5,50,16,2,0.5,0.7,0.16,0,0.0,58,756,56,1.26,61700000,2,0.29,775000,0.0,0.47100000000000003,3.31,-12.9,0.408,2,0.517,3.73,0.41,0.415,0.44,60.55,0.44,0.0121,0.105,0.125,0.052000000000000005,0.718,0.32799999999999996,53,32,21,"Cal Foote, D, NSH",7,0.56,2,3,0.7,-0.063,3,0.249,0.026000000000000002,911,0.051,0.034,0.017,-0.147,1.3,84,6.67,52,4.13,39,3.09,19,26,8,83500000,1.5,0.5,0.0,2.3
15,0.72,4.6,0.5,25,4.1,0.19,0.325,0.025,0.0,1.0,3.9,72,36,2,-2.1,-2.1,0.1,2,0.48,312,1249,155,2.88,61700000,6,0.71,775000,0.0,0.551,3.15,-3.0,0.488,-13,0.444,3.31,0.496,0.49,0.49,61.78,0.49,0.0121,0.141,0.152,0.095,0.613,0.325,79,36,43,"Radko Gudas, D, FLA",17,0.82,7,12,5.9,-0.063,8,0.287,0.18,1639,0.018000000000000002,0.012,-0.013000000000000001,0.0,4.1,246,11.81,124,5.95,110,5.28,53,83,20,83500000,3.3,1.2,0.7,6.1
22,1.02,4.9,0.9,16,4.0,0.18,0.315,0.02,0.0,10.0,3.9,75,33,4,0.0,-0.1,0.19,0,0.0,51,1292,142,3.08,61700000,7,0.89,775000,0.0,0.539,2.59,8.5,0.535,45,0.703,2.46,0.537,0.542,0.52,54.03,0.53,0.0121,0.102,0.145,0.142,0.612,0.315,28,20,8,"Matt Grzelcyk, D, BOS",26,1.21,9,7,1.1,-0.004,13,0.28300000000000003,0.076,1811,0.039,0.027000000000000003,0.006999999999999999,0.039,4.1,201,9.33,78,3.62,102,4.74,47,52,13,83500000,3.7,1.2,0.3,5.9
13,0.64,4.0,0.1,24,3.9,0.19,0.305,0.032,0.0,32.0,3.8,65,29,4,0.1,0.3,0.2,1,0.21,53,1212,80,1.95,61700000,14,1.72,775000,-0.042,0.396,3.23,-11.7,0.451,-10,0.455,3.61,0.457,0.444,0.45,60.52,0.45,0.0121,0.107,0.134,0.067,0.6920000000000001,0.263,26,6,20,"Jordan Harris, D, MTL",17,0.84,5,5,1.0,0.055,8,0.308,0.18600000000000003,1378,0.057,0.042,0.01,-0.036000000000000004,3.7,158,7.82,98,4.85,70,3.46,25,63,18,83500000,3.2,0.8,0.7,4.0
0,0.0,0.0,0.0,1,0.0,0.11,1.0,0.0,0.0,11.0,0.0,1,1,0,0.0,0.0,0.0,0,0.0,3,10,1,0.02,61700000,0,0.0,775000,-1.0,0.657,4.7,-0.6,0.215,-1,0.0,11.18,0.223,0.252,0.33,78.26,0.38,0.0121,0.214,0.14300000000000002,0.0,0.643,0.0,0,0,0,"Jason Demers, D, EDM",0,0.0,0,0,0.0,-0.442,0,0.179,0.0,14,0.0,0.0,0.0,0.0,0.0,1,5.59,3,16.77,1,5.59,0,0,0,83500000,0.0,0.0,0.0,0.0
1,0.58,0.3,0.1,3,0.2,0.13,0.41700000000000004,0.0,0.0,32.0,0.2,7,3,0,-0.2,-0.2,0.0,0,0.0,4,102,12,0.22,61700000,0,0.0,775000,-0.083,0.39899999999999997,2.82,-1.7,0.395,1,0.5710000000000001,4.66,0.396,0.391,0.44,54.22,0.5,0.0121,0.044000000000000004,0.195,0.15,0.611,0.33299999999999996,0,0,0,"Corey Schueneman, D, MTL",1,0.58,0,1,0.6,-0.004,1,0.245,0.0,113,0.0,0.0,0.0,-0.011000000000000001,0.2,13,7.58,12,7.0,8,4.66,4,1,2,83500000,0.2,0.1,0.0,0.4
21,0.67,7.0,1.2,73,5.8,0.18,0.324,0.028999999999999998,0.0,29.0,5.7,82,85,6,0.2,-0.4,0.19,4,1.16,97,1887,159,3.58,61700000,10,1.09,775000,0.012,0.503,3.86,-42.5,0.39399999999999996,-51,0.374,4.04,0.39799999999999996,0.392,0.42,66.58,0.43,0.0121,0.16899999999999998,0.158,0.09,0.583,0.335,24,6,18,"Ivan Provorov, D, PHI",27,0.86,9,3,-4.4,-0.109,12,0.38,0.053,2350,0.052000000000000005,0.035,0.006,0.099,6.4,256,8.14,162,5.15,115,3.65,58,83,34,83500000,5.5,1.5,0.3,7.4
0,0.0,0.3,0.1,0,0.2,0.32,0.4,0.0,0.0,23.0,0.2,3,0,1,0.8,0.8,1.47,0,0.0,2,40,4,0.08,61700000,1,0.14,775000,-0.2,0.32799999999999996,2.56,-0.5,0.40700000000000003,0,0.5,0.0,0.40700000000000003,0.374,0.45,57.14,0.42,0.0121,0.17,0.20800000000000002,0.038,0.585,0.2,2,0,2,"Drew Helleson, D, ANA",1,1.47,0,0,-0.3,0.079,0,0.222,0.0,53,0.25,0.2,0.2,0.0,0.2,5,7.33,3,4.4,4,5.86,1,0,0,83500000,0.2,0.1,0.0,0.3
7,0.27,6.4,0.3,40,6.1,0.24,0.31,0.034,0.0,6.0,5.9,82,57,14,7.9,7.6,0.55,4,1.2,174,1532,162,3.78,61700000,8,1.09,775000,-0.057,0.5579999999999999,2.95,-3.4,0.488,-9,0.47100000000000003,3.25,0.488,0.488,0.56,51.53,0.56,0.0121,0.113,0.11,0.091,0.6859999999999999,0.253,70,26,44,"Nikita Zadorov, D, CGY",21,0.82,4,12,5.2,-0.07,3,0.307,0.177,2274,0.10800000000000001,0.08,0.046,0.051,6.4,268,10.49,75,2.94,130,5.09,44,94,31,83500000,5.0,1.4,1.1,6.8
40,1.33,11.6,2.2,48,9.4,0.31,0.31,0.032,0.0,8.0,9.2,76,79,9,-0.4,-1.6,0.3,3,1.34,95,1802,269,6.64,61700000,12,1.42,775000,0.039,0.526,3.61,3.0,0.507,22,0.556,4.06,0.506,0.508,0.52,58.01,0.53,0.0121,0.094,0.161,0.147,0.598,0.349,32,6,26,"Victor Hedman, D, TBL",49,1.63,23,15,2.9,-0.019,17,0.392,0.039,2012,0.049,0.032,0.0,0.122,10.6,397,13.21,136,4.53,185,6.16,99,113,48,83500000,9.0,2.6,0.4,12.1
3,0.62,0.9,0.1,3,0.8,0.16,0.33299999999999996,0.0,0.0,10.0,0.8,22,5,1,0.2,0.4,0.21,0,0.0,31,292,19,0.46,61700000,2,0.31,775000,0.048,0.57,3.09,-3.4,0.436,-4,0.429,2.46,0.43700000000000006,0.447,0.45,59.31,0.45,0.0121,0.10099999999999999,0.157,0.08900000000000001,0.652,0.381,6,0,6,"Jakub Zboril, D, BOS",4,0.82,1,0,-0.8,-0.134,2,0.218,0.091,414,0.077,0.048,0.048,-0.16,0.6,31,6.36,19,3.9,13,2.67,8,10,4,83500000,0.7,0.2,0.1,0.8
24,0.87,15.6,-0.6,43,16.2,0.58,0.301,0.057,0.0,1.0,15.6,71,65,14,-2.2,-4.2,0.51,15,6.73,77,1660,236,5.64,61700000,31,3.8,775000,-0.067,0.522,3.79,6.1,0.514,-5,0.488,4.84,0.513,0.514,0.55,54.87,0.54,0.0121,0.183,0.18100000000000002,0.16399999999999998,0.47200000000000003,0.23399999999999999,58,26,32,"Aaron Ekblad, D, FLA",38,1.37,15,25,11.7,-0.008,9,0.387,0.22899999999999998,1979,0.065,0.05,-0.006999999999999999,0.125,18.2,376,13.58,80,2.89,216,7.8,66,94,29,83500000,12.5,3.1,3.7,13.3
28,0.87,10.0,1.6,34,8.4,0.26,0.316,0.028999999999999998,0.0,1.0,7.9,82,47,13,4.6,4.1,0.41,3,1.08,69,1921,260,5.93,61700000,12,1.38,775000,-0.076,0.5710000000000001,3.86,-21.4,0.45299999999999996,-11,0.474,4.68,0.457,0.45399999999999996,0.51,58.32,0.5,0.0121,0.16399999999999998,0.18,0.11599999999999999,0.54,0.24,40,19,21,"Gustav Forsling, D, FLA",41,1.28,16,10,-1.5,-0.11800000000000001,12,0.387,0.11,2327,0.062,0.047,0.018000000000000002,0.065,8.9,413,12.89,106,3.31,209,6.53,66,138,40,83500000,7.5,2.5,0.9,11.5
1,0.38,0.6,0.0,4,0.6,0.21,0.313,0.0,0.0,18.0,0.6,11,6,1,0.4,0.5,0.38,0,0.0,7,156,13,0.19,61700000,3,0.37,775000,-0.062,0.462,2.98,0.7,0.521,3,0.579,2.3,0.519,0.516,0.47,59.78,0.44,0.0121,0.064,0.115,0.10099999999999999,0.72,0.25,2,-2,4,"Jack Rathbone, D, VAN",2,0.77,0,0,-0.5,0.059000000000000004,1,0.23600000000000002,0.23199999999999998,218,0.083,0.063,0.063,-0.092,0.5,28,10.73,7,2.68,12,4.6,4,12,2,83500000,0.4,0.1,0.1,0.6
0,0.0,0.0,0.0,0,0.0,0.08,0.33299999999999996,0.0,0.0,9.0,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,30,3,0.04,61700000,0,0.0,775000,-0.33299999999999996,0.511,1.39,0.5,0.639,-1,0.0,1.98,0.647,0.604,0.69,31.67,0.68,0.0121,0.05,0.2,0.125,0.625,0.0,0,0,0,"Matthew Kessel, D, STL",0,0.0,0,0,-0.1,0.128,0,0.243,0.0,40,0.0,0.0,0.0,0.0,0.0,6,11.87,1,1.98,3,5.94,0,3,0,83500000,0.0,0.0,0.0,0.1
2,1.02,0.3,0.0,6,0.3,0.17,0.353,0.0,0.0,26.0,0.3,8,8,0,-0.3,-0.3,0.0,0,0.0,9,117,17,0.34,61700000,0,0.0,775000,0.0,0.579,2.43,1.9,0.583,-3,0.385,3.57,0.574,0.581,0.63,40.33,0.66,0.0121,0.08199999999999999,0.139,0.146,0.633,0.353,2,0,2,"Tyler Kleven, D, OTT",2,1.02,1,1,0.4,0.004,1,0.24100000000000002,0.147,158,0.0,0.0,0.0,0.0,0.3,24,12.25,7,3.57,11,5.62,6,7,2,83500000,0.3,0.1,0.1,0.6
